Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2026-07-28 20:32:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7487968258956918785,"🎉Mein erster Geburtstag in Deutschland🇩🇪 in einer japanischen Izakaya 🇯🇵""
""ドイツに来て初誕生日を日本の居酒屋で祝って頂きました㊗️""
""【誕生日の主役がケーキ持参必須⁉️】""
""""
""ドイツ留学が始まって、早10ヵ月目""
""先週の土曜日に24歳の誕生日を迎えました！""
""""
""ありがたいことに、新しく引っ越した先のルームメイトが、Stuttgartにある日本の居酒屋「菘」に連れて行ってくれて、ドイツで初めての誕生日を迎えました！""
""""
""久しぶりにいただく。日本の味""
""Thoughtfulなプレゼントもいただき、なかなかうまくいかなかった、この1年が報われたような感じがしました。""
""""
""前半では、初めてのドイツ語、はじめてのドイツの大学、はじめての赤点など失敗を重ねつつも日々成長を感じて、あっという間に1年が過ぎました。""
""SAP本社での学びも多かったです！""
""""
""2学期目がようやく終わり、これから本格的にドイツでの仕事やヨーロッパ周回、""
""キャリアに向けた一歩が踏み出せる準備ができたので、ドイツに限らず、各地を回って行こうと思います。""
""（FPTやLinkedInミュンヘンもまだいけてないので今年中には！）""
""""
""""
""2026年も残り半年聞いていると考えると、ほんとにあっという間でした。""
""去年のLinkedIn Student Club Japan がキッカケで始めたドイツ留学もまだまだこれからが本番なので、現地の情報をこれからもより頻度を上げて届けられたらなと思います""
""""
""ドイツ小話🇩🇪""
""ちなみに、ドイツでお誕生日は、自分でケーキを焼きオフィスに持参し、同僚に振る舞うのが、定番の文化！""
""来年の誕生日は何かやってみようかなと思います　🍰","","",MEMBER_NETWORK
2026-05-24 12:28:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7464291333667487745,"【🇩🇪オフィス訪問P1  SAP  ドイツ本社訪問🎉達成】""
""2年間本社とアメリカで学ぶ育成プログラムSAP Academy for Security & Complianceについて""
""""
""世界中のビジネスバックボーンを支えるドイツ最大級のSAP本社訪問する機会を頂きました‼️""
""""
""世界中で10万人を超え、フォーチュン・グローバル500の94% Forbesグローバル2000の約92%の企業が、自社の基幹システム（ERP）としてSAPを稼働""
""""
""今回のテーマは、サイバーセキュリティ""
""""
""LinkedIn Student Club Japan のLinkedIn  キャリアウィーク でも出展していたSAPは本社は、学生向けプログラムが豊富！""
""🧑‍🎓""
""インターン、working student に加えて、SAP Academy""
""サイバーセキュリティとコンプライアンスに特化した正社員プログラム""
""""
""""
""- 2年間で3回のローテーション""
""2年間のなかで、8ヶ月ずつ×3回のローテーションを行います。""
""　""
""🇺🇸🇩🇪""
""- 海外勤務のチャンスがある（大きな特徴）3回のローテーションのうち1回は、海外にあるSAPのグローバル拠点で勤務することになります。海外のセキュリティチームと最前線で働く貴重な経験が積めます。""
""""
""🏫""
""キャンパスオフィスツアーでは、マーケットプレイスやITセンターなど見せていただき、普段知らない間にSAPのサービスを通していることを知り、ヨーロッパ最大級でコンプライアンスなど厳しいヨーロッパの中で存在感を放つ本社の規模感と熱量を肌に感じることができました。""
""""
""LSCをするまで、全く知らず、ドイツ🇩🇪の会社ってだけで参加を去年し他のをきっかけから一年""
""その本社で現場の生の声を聞き、自分の勉強がどう世界規模で関われるかを考える素晴らしい機会でした。""
""ちょっとしたきっかけから本社訪問まで繋がったのは面白いですし、ふっかるって大事ですね""
""""
""SAP Hanaは知っていたのですが、 Business AI Jouleを初めて知り、計算言語で学ぶ自然言語処理がB2Bコンテキストでの活用は直接これまで聞くことがなかったので、とても刺激的なキッカケを頂きました""
""""
""Thank you for organizing this amazing event at walldol and looking forward to see y’all""
""Anja Wölfel André Biener Cigdem Gündogdu Pegah Eghbali Alamdari Livia Stather ""
""""
""Glen Braun","","",MEMBER_NETWORK
2026-05-16 08:56:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7461338676753588225,"【9年ぶりのベルリン！🇩🇪 ブランデンブルク門での、2017年中学生と2026年AI勉強大学生の「ビフォーアフター""
""ドイツを見たい→ドイツで働きたい】""
""""
""以前訪れた時はまだ10代でしたが、今回はテュービンゲン大学で計算言語学を専攻し、NLP（自然言語処理）やAIの社会実装を学ぶ学生としてこの街に戻ってきました。LinkedIn Student Club Japan  Tシャツを着てこの場所に立てていることも、個人的にとても感慨深いです！""
""""
""スタートアップ情報""
""ベルリン市の公式リリースとBerlin Startup Ecosystem Report 2025では、ベルリンは今や、1,600社超のVC支援スタートアップと1690億ユーロ規模のエコシステム価値を持つ、ドイツ最大のスタートアップ拠点""
""""
""過去10年で年間平均120社超のVC-backed startupが生まれており、ベルリンはドイツ最大のスタートアップ拠点""
""""
""2017にケルンで生まれた DeepL  も今はベルリンにもオフィス構えてます""
""""
""LinkedIn  は2011年にミュンヘンで最初のドイツオフィスを開き、2018年にベルリンに2カ所目のドイツオフィスを、EMEA地域11カ所目のオフィス開設しました""
""""
""今回は時間の都合ですぐ帰らないと行けないのでまたオフィス訪問しに帰ってきます❗️","","",MEMBER_NETWORK
2026-05-01 16:54:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7456023229904687104,"ドイツに留学して、日本語を学び始めた。""
""きっかけは、University of Tuebingen大学の日本語学科を訪れたこと。""
""学生から聞いた「ドイツ語で書かれた枕草子の翻訳がいまいち」という話から、""
""日本語ネイティブとしてできることが見えてきた。""
""""
""📖""
""先日、放課後に自分の大学の日本語学科を訪れた。""
""驚いたのは、ビル全体が日本語に溢れていたこと。""
""""
""Tübingenの日本語学科は、ドイツ語圏で唯一同志社大学にブランチを持ち、""
""学生は同志社大学Doshisha Universityへの交換留学が必須になっている。""
""日本の宗教、現代社会、技術の歴史まで幅広く学べる総合プログラムだ。""
""""
""✒️""
""学生に話を聞いて、一番印象的だったのは彼らの問題意識だった。""
""「ドイツ語に翻訳された枕草子の質が、ベストではない」""
""""
""DeepLのオフィスツアーでKiyo Takayamaさんが「翻訳問題は氷山の一角」と話していた。""
""その話が、目の前に転がっていた。""
""""
""アカデミックな日本語文献や歴史書の翻訳一つで、解釈が大きく変わる。""
""LLM開発が基本英語で進む今、日本語の構造を深く理解することは、""
""NLPエンジニアとしての本質的な差別化になると感じた。""
""""
""💡""
""枕草子は日本語で読んでも難しい。""
""それがドイツ語に翻訳された時、失われているニュアンスはどれくらいあるのか?""
""""
""文書をベクトルにエンベディングして比較すれば、""
""情報量の差が定量的に見えるかもしれない。""
""これは、NLPの授業で学んだ技術が使える領域。""
""""
""日本語学科の図書館にアクセスをもらった。""
""意味論・語用論の文献を借りて、これから検証していきたい。""
""""
""🔔""
""ドイツでNLP・AIを学びたい日本人学生、""
""Tübingenは計算言語学に加えて日本研究の拠点でもあります。""
""日本語×ドイツ語×AIの交差点に興味がある方、ぜひTübingenで。""
""""
""#GermanyStudyAbroad #NLP #Japanology #ドイツ留学 #ComputationalLinguistics","","",MEMBER_NETWORK
2026-05-01 08:12:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7455891926551044096,"人生で初めて、赤点を取った。ドイツの大学で受けた初めての試験で、""
""自分が一番好きで、一番得意だと思っていたNLPの試験で。""
""（今回はClaudeで生成しています。）""
""""
""2回目で何とか挽回したけど、""
""向いていないと突きつけられた感じがした。""
""""
""📌""
""ドイツの大学は試験が難しいことで有名で、評価は学期末試験100%。""
""半年分の内容が、試験時間4時間で問われる。""
""""
""通常は3回まで受けられるが、自分の学部は科目によって2回しかチャンスがない。""
""落ちると、ドイツ国内の類似プログラム全部に入学できなくなる。""
""""
""🧠""
""1回目で落ちた時、初めて自覚した。""
""自分は問題のパターンを暗記しがちだった。""
""""
""数学やCS、データ構造の授業は、""
""暗記が一番してはいけないものなのに。""
""""
""根本的に間違った勉強法を続けていたせいで、""
""コーディングからも自然と離れていた。""
""""
""🛠""
""教科書を閉じて、ドイツ語の複合語分類タスクを実装した。""
""""
""試験範囲の概念を、手を動かしながら確認した:""
""特徴量エンジニアリング、評価指標(F1 / precision / recall)の使い分け、""
""正規化と標準化の効果。""
""""
""機械的に覚えていた内容が、なぜ必要なのか、初めて掴めた。""
""教科書では「公式」だった概念が、コードを書いて「使える道具」になった。""
""""
""「開発が楽しい」と思えたのは、この瞬間だった。""
""2回目の試験は何とか合格した。""
""""
""💡""
""NLPや機械学習を学ぶ時、""
""教科書を読むより、小さく自分で実装する方が深く理解できる。""
""""
""落ちて、初めて気づいた。""
""""
""🔔""
""ドイツ国立大でNLP・AIを学びたい日本人学生、""
""Tübingenはサイバーバレー(欧州最大級のAI拠点)の中心地で、""
""Amazon研究センターもあり、エコシステムが整っています。""
""""
""失敗談含めて、現役の視点で答えます。""
""DMでお気軽に。""
""""
""#GermanyStudyAbroad #NLP #ComputationalLinguistics #ドイツ留学 #CyberValley","","",MEMBER_NETWORK
2026-04-30 09:25:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7455547906830344192,"【ドイツ🇩🇪チュービンゲンTubingen　3人に一人が学生の街で人生初の初引越㊗️】住宅状況が危機的な都市での住宅事情と、LinkedIn同様プロフィールが命のWG Gesuchtの面接有りシステムとは？　格安物件ゲットしました💲""
""""
""ようやく試験が終わり、編入後の初セメスターがおわりました！LinkedInも再開しつつ、ライフアップデートです！　""
""""
""学生寮入寮一年以上待つのは当たり前なドイツTubingenでの引越しとCasting面接のLinkedInと同じでした。""
""自分が通うUniversity of Tübingen大学がある街、Stuttgartから1時間ほどの所にあるTubingen""
""""
""🗺️人口9万人""
""🧑‍🎓学生3万人弱　３人に1人が学生""
""🌍留学生4500人　１５％が国際生（同志社大学も含む！）""
""🏫学校関係者含むと半分以上が大学関係者の街""
""""
""住宅事情は激戦区‼️""
""選べるオプションは、一人暮らし、学生寮、WG（シェアハウス）""
""""
""平均家賃💰""
""寮：280ユーロ〜450ユーロ　50,000円〜83,000円""
""シェアルーム：400ユーロ〜600ユーロ　74,000円〜110,000円""
""一人暮らし：600ユーロ〜1000ユーロ　110,000円〜190,000円""
""""
""自分の家賃300ユーロです！""
""""
"" 🇯🇵 日本 vs 🇩🇪 ドイツ：住まい探しの違い""
""日本：不動産屋へ行き、書類を揃え、家賃を払える証明ができれば契約完了。基本は1Kなどの「独立した個室」での一人暮らしが主流。""
""""
""ドイツ：WG（スーモみたいなサイトに登録をして）、物件探しをし、気に入ればメッセージを大家さんに直接連絡。既存の住人と「面接」をして、ライフスタイルや性格が合うか厳しくチェックされる。いわゆる「ルームシェア（WG）」が学生の標準です。""
""""
""WG倍率も高く、すぐ埋まってしまいます。""
""1ヶ月家探しをしても見つからなく焦ってた所で、あるアニメのナルト好きな大家さんからYamatoって名前（キャラでいるらしい）に反応してくれて、アドバイスをいただきました""
""""
""『LinkedInと全く同様で、いいプロファイルがなければ、５０件とかくる応募の中で、埋もれるからここ直した方がいいよ！』""
""""
""プロフ写真、自己紹介文と趣味や共通点をそのままLinkedInから引っ張って初めにコンタクトくれたのが今の大家さんです！""
""""
""""
""🔑 激戦区で「選ばれる」ための3つの戦略""
""1. 家具の有無: ドイツではあらかじめ家具ありの家選択できますが、家具なし選ばないと家選択肢が激減。""
""2. インフラの利便性: 坂の多いチュービンゲンでは「バス停・駅・スーパー」への距離は、冬の生存率に直結します。""
""3. 言語のハイブリッド戦略:** 最初のメールは誠意を見せるためドイツ語で。当日はカタコトでもドイツ語で挨拶し、深い議論は英語で。この「歩み寄る姿勢」が信頼を生みました。""
""""
""中には、初めの数ヶ月をAirbですごしたり、ホテルで過ごしてる方もいます。""
""深刻な状況なので、もしチュービンゲン周辺でお困りの方がいればお声がけください！""
""""
""✨ 最高のリサーチ環境""
""今の同居人は、エンジニア、数学と哲学の修士学生。""
""キッチンでキャリアや人生について語り合えるこの環境は、一人暮らしでは得られなかった財産です。""
""「ただ住む場所」を探すのではなく、「誰と高め合えるか」を探す。""
""そんなドイツ流の引越しは、私のキャリア観をまた一つ広げてくれました。""
""""
""""
""Lidl GB、Kaufland、Aldi、dmが歩ける距離でバス停の目の前の家なので、スーパーが家の冷蔵庫同様の環境で感謝しかないです""
""""
""""
""#ドイツ留学 #海外生活 #チュービンゲン #キャリア #LinkedInの力 #異文化理解 #WG探し""
""","","",MEMBER_NETWORK
2025-12-29 18:55:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7411480041211052032,"【LinkedIn Challenge 52週 完遂！】㊗️🎉NotebookLMに過去52本分の週一投稿をすべて読み込ませ、この1年の振り返りと来年の目標について「批判的なフィードバック」をお願いしてみたら……痛いほど的確でした😭""
""""
""1年分の学びと繋がりを振り返ることができた反面、技術者としてはまだまだ「へっぽこ」であることが浮き彫りになりました。""
""""
""🇩🇪 Recap: LinkedIn Student Club Japanアンバサダー → ドイツ留学University of Tübingen年始にLSCの任期を終えても継続するために始めたこのチャレンジ。「投稿の練習」「自分の発信軸」「日記代わり」として、書く習慣が身につきました。""
""""
""✍️ この1年で確立したループ""
""1. 書く習慣がつくと、書く内容を探す（発見）""
""2. 発見をするために、新しい場所に出て人の話を聞く""
""3. 新しい機会を経て、学びを得る""
""4. 得た学びを発信する""
""   ""
""このループに入ってしまえば、あとは自然と日記感覚で、苦ではありませんでした。""
""数的にも""
""フォロワー：300人→3500弱""
""投稿本数：去年13本→85本　（もう少しいけた😭）""
""DeepLオフィスツアー１""
""Geminiワークショップ１""
""LinkedIn活用講座　たくさん""
""""
""🍔 直面した課題（NotebookLMからの指摘）""
""しかし、キャリア面で考えた時、なりたいのは「エンジニア」。""
""なのに、投稿している内容は「ハンバーガーのレビュー🍔」、イベント参加の感想や学びなど……""
""将来なりたい自分に近づけるような技術的な投稿は、ごくわずかでした。もちろん、この1年で様々な企業の方とお会いし学びも多かったので、それは「普通の投稿」として今後も続けていきます。""
""""
""ただ、来年（2026年）を見据えて、NotebookLMに分析してもらった結果を真摯に受け止めたいと思います。""
""""
""🤖 NotebookLMによる分析結果""
""Q1. どんな投稿をしたか？（カテゴリー別）""
""- 🇩🇪 ドイツ留学・欧州生活：19本""
""- 🗣️ キャリア・LSC・自己分析：15本""
""- 💻 テック・AI・実装：14本""
""- その他：3本""
""""
""Q2. ドイツのAI/NLP企業がこの投稿を見たらどう思う？""
""✅ 高く評価される点""
""圧倒的なネットワーキング力とGrit（やり抜く力）：DeepL Kiyo Takayamasさんへのアプローチや、Google、Microsoft、ElevenLabsエンジニアとの接点作りなど、海外で不可欠な「機会を創り出す力」がある。""
""""
""⚠️ 採用をためらう懸念点""
""「実装力（Delivery）」の証明不足： AIツールの「体験」や「人からの学び」が中心。「ゼロからアルゴリズムを実装した実績」が見えない。""
""- ツールへの依存：Gemini API等の活用能力は高いが、NLPエンジニアとしてトランスフォーマーの中身や微調整の理論をどこまでコードで表現できるか不明。""
""""
""エンジニアとして働きたいのであれば、当然の結果ですね……。""
""""
""🚀 Next Steps: 2026年に向けて""
""来年度は、技術面の理解を Build in Publicの形で進めていきます。""
""特にマイナーな「計算言語学（CompLing）」が何をしているのか？身近な例は？なぜ重要なのか？""
""""
""難しいと言われる日本語話者だからこそ感じる「言葉の重み」や「ニュアンスのアート」。この学問を学ぶ意味を発信し、留学を目指す学生に計算言語学を選択肢の一つとしてもらえるようになりたいです。""
""""
""📌 短期的な目標""
""1. UserからDeveloperへ: APIを叩くだけでなく、大学での学びを活かして小規模言語モデル（SLM）を構築する。""
""2. 脱チュートリアル・ヘル:「なぜこの課題か？」「どうNLPで解決するか？」を突き詰める。""
""""
""ただコードを書くだけでなく、ビジネス面の理解やドイツのAI事情、日本とドイツを繋ぐためにできることも模索していきます。""
""""
""📝 最後に""
""52本の投稿は決して多くはありませんが、自分自身を客観視し、どんな繋がりや学びを得たかを確認できました。NotebookLMにデータが入っているので、気になったことをピンポイントで聞き返せるのも最高です。""
""""
""（吉田恵理さん、以前はなかったNotebookLM共有機能が復活していたので、ここでシェアさせていただきます！皆さんにもAIを使った振り返り、おすすめです！）""
""""
""改めまして今年は大きく進路が大学変わったり、ドイツ行ったりLSCやったりなど変化の年でした。""
""""
""ありがとうございました。""
""""
""絶賛風邪をひいて最後の最後で転けてしまいましたが🤧、1年間の週一投稿「第一幕」はこれにて完遂です！！㊗️""
""写真は日本出る前最後にMakoto Ishizaka　さんとの半年前に年末用の投稿に使うと決めた写真です！","","",MEMBER_NETWORK
2025-12-26 00:10:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7410109664560013314,"吉田恵理 さんの投稿に便乗して、ドイツ🇩🇪に来て初のクリスマスマーケット（Weihnachten）ここでもサステナPfand！閉店法の影響？クリスマスなのに当日やらないドイツのカルチャーショック🎄""
""""
""🇩🇪 本場・600年の歴史を持つクリスマスマーケット""
""発祥の地とも言われるドイツのマーケットは歴史が違います。""
""""
""ドレスデン (Dresden): 1434年創業「シュトリーツェルマルクト」。世界最古とされ、本場のシュトレンが有名。""
""フランクフルト (Frankfurt): 1393年の記録があり、こちらも最古級。""
""""
""🍷 そんなマーケットでも「サステナ」がありました！""
""以前も紹介した Pfand（デポジット制度！""
""グリューワイン（スパイスとホットワイン）はご当地マグで提供されるのですが、返却すれば3ユーロくらい戻ってきます。もちろんそのまま持ち帰って、お土産や土産話にするのもおすすめ🎅Taiyo Ogata　さん　ぜひ一度Pfandおすすめです🔥""
""""
""😲 カルチャーショック！クリスマスは「完全休み」""
""日本では24日に（自分の留学故郷でもある）KFCに集まるのが定番で商戦のピークですが、ドイツでは街がすごく静かに！""
""""
""12月24日: 午前営業のみ""
""12月25日・26日:** 国が定めた「法定休日」のため完全休み""
""""
""家族で過ごすための法律と文化の違いに驚きです。""
""""
""📈 市場規模の決定的差""
""""
""🇯🇵 日本: 約7,000億〜1兆円規模（クリスマス関連消費）""
""🇩🇪 ドイツ: 11月・12月の小売売上高は 約1,200億ユーロ（約19兆円）""
""""
""単純比較はできませんが、ドイツの小売業にとって年間売上の約20%をこの2ヶ月で稼ぐと言われるほど、国家経済を支える超巨大商戦です。""
""""
""🎁 日本の家族からの贈り物""
""そして有難いことに、日本の家族から嬉しいプレゼントが届きました！！""
""留学をしていると、どうしても恋しくなってしまう品々。特に嬉しかったのが ユニクロ超極暖！""
""""
""* 現地価格：約30ユーロ（約5,500円）""
""* 日本価格：定価 2,900円""
""""
""雪も降り始めて肌寒い中で、とても心が温まります！""
""他にも日本のお菓子やスープなど自分の好きなものが入っていて、改めて家族の応援を感じ、とても嬉しいです。""
""""
""Frohe Weihnachten! (フローエ・ヴェイナハテン！)""
""""
""#ドイツ留学 #クリスマスマーケット #Weihnachten #異文化理解 #サステナビリティ #Pfand #海外生活 #ドイツ","","",MEMBER_NETWORK
2025-12-20 10:36:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7408092804469444608,"LinkedIn Challenge５１オバマ大統領のお気に入り？！ドイツ🇩🇪で感じる日本未上陸アメリカ🇺🇸の味 Five Guys Enterprisesバーガー　効率重視ドイツ人も並ぶ　冷凍パティーを使わず、Made to orderで体験重視型のインストアバーガーのオススメ""
""""
""先日Stuttgartに行った際に、高校アメリカケンタッキー留学時の懐かしの味、Five guysに行ってきました。""
""""
""## Five Guysのざっくり歴史""
""""
""- 1986年、創業者ジェリー・マレルと4人の息子たち（= Five Guys）がワシントンD.C.近郊のバージニア州で1号店をオープン！""
""- 冷凍パティを使わず、その場で焼くバーガーと手切りフライポテトで口コミを伸ばし、2000年代以降フランチャイズ展開で全米に一気に店舗数を増やしたと言われている。""
""- 現在はアメリカ以外にもヨーロッパや中東などに進出し、「高め価格のプレミアム系ファストフード」というポジションを取っている""
""""
""MaDe to order　効率よりも顧客体験重視""
""""
""Five guysでは注文を受けてからの、すべてのバーガーやフライをオーダーごとに調理する「made to order」「open kitchen」スタイルを売りにしてる""
""""
""キッチンもオープンで、あえて待ち時間を作ることによって「今まさに自分のバーガーが焼かれている・揚がっている」という体験を通じて、**新鮮さ**と信頼感を演出。""
""""
""オバマ大統領も待ち時間にお客さんと無料のピーナッツを食べながらスモールトークをする場面が見られる、とてもアメリカらしいバーガーへのこだわりと、スモールトーク重視の文化を感じられます。""
""""
""効率重視のドイツ人が並んでまで食べてるバーガー、アメリカ、ドイツにいる方！おすすめです！""
""""
""オバマ大統領のLinkedInもあるのにびっくりしました！","","",MEMBER_NETWORK
2025-12-16 00:18:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7406487819717746688,"LinkedIn Challenge 50 🇩🇪 Stuttgart日本人会 忘年会禁酔会 〜「下駄なし」の自分に何ができるか？ 海外キャリアの先輩たちから学んだこと〜""
""""
""先日、ミュンヘン在住のMasahide Ishikawaさんとのご縁から、シュトゥットガルト日本人会役員のTaichiro (Ty) Yomo さん、ドイツ就職について発信されてるCareer Management GmbH Miyu Kakinumaさんにお繋ぎいただき、日本人会の忘年会に学生一人で飛び込んで参加してきました！🍻""
""""
""🇩🇪 海外で戦うプロフェッショナルたちとの出会い 会場にいらっしゃったのは、海外ビジネス歴20年以上のベテラン、リクルートマネジメント、ドイツ語での実務、そしてMax Planck Institute for Intelligent Systems研究所での熱伝導研究者など、のべ24名の皆様。 まさに「海外で活躍する日本人」の縮図のような空間でした。""
""""
""💡 突きつけられた「実績」と「虚無感」 皆さんとお話しして痛感したのは、「Ownership」と「Delivery（実行力）」の差です。 社会人の皆さんは、ご自身の「畑（専門分野）」を持ち、0を1に、1を100にしてきた実績（Delivery）を語られます。""
""""
""一方で、私はどうだったか。 「計算言語学を学んでいます」「AIやNLPでこんなことができます」 そう語る言葉は、あくまで「一般論」や「学問の可能性」であって、**「私自身が何をしたか」**ではありませんでした。 「1学期目だから...」と言い訳をし、流行りのAI分野に乗っかっているだけで、強烈な虚無感に襲われました。""
""""
""🚀 Next Action：CompLingプロジェクト始動とか始めてみるのもあり！""
"" 「自分には何ができるか」を胸を張って言えるようになるため、このLinkedIn上で**「CompLing（計算言語学）プロジェクト」**のアウトプットとか。""
""""
""①計算言語学の本質的な価値の探求""
""②実例の調査と実装""
""③学問としての面白さの発信""
""""
""AIやNLPが流行する今だからこそ、借り物の言葉ではなく、自分の手で動かした経験（Delivery）を積み上げていきたい""
""""
""📣🙏 感謝 2025年、2026年に向けて「言霊」や「言葉の力」を形にできる計算言語学部生になるための、最高の振り返りの機会をいただきました。 暖かく迎えてくださった日本人会の皆様、本当にありがとうございました！""
""""
""Special Thanks: 石川さん、Yomoさん、柿沼さん、Takumi Kobayashiさん、Soshun Ozakiさん、廣田崇さん、Masaru Horiuchiさん""
""""
""#ドイツ #海外インターン #計算言語学 #AI #キャリア #Stuttgart #ネットワーキング #学生 #挑戦","","",MEMBER_NETWORK
